Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
25/02/2006,Grapes,22,Patna,Medium,Bihta,2800,2200,2400,Bihar,Indian
28/01/2006,Grapes,22,Patna,Small,Bihta,3300,2500,2800,Bihar,Other
05/02/2006,Grapes,22,Patna,Large,Bihta,3200,2500,2700,Bihar,Other
08/02/2006,Grapes,22,Patna,Large,Bihta,3200,2500,2700,Bihar,Other
10/02/2006,Grapes,22,Patna,Medium,Bihta,2800,2300,2400,Bihar,Other
14/02/2006,Grapes,22,Patna,Medium,Bihta,2400,2100,2200,Bihar,Other
19/02/2006,Grapes,22,Patna,Medium,Bihta,2600,2200,2400,Bihar,Other
03/03/2006,Grapes,22,Patna,Large,Bihta,2500,2200,2300,Bihar,Other
05/03/2006,Grapes,22,Patna,Medium,Bihta,2800,2200,2400,Bihar,Other
08/03/2006,Grapes,22,Patna,Medium,Bihta,2800,2200,2600,Bihar,Other
10/03/2006,Grapes,22,Patna,Medium,Bihta,2800,2250,2600,Bihar,Other
28/03/2006,Grapes,22,Patna,Medium,Bihta,2400,2100,2300,Bihar,Other
01/04/2006,Grapes,22,Patna,Medium,Bihta,2400,2000,2200,Bihar,Other
04/04/2006,Grapes,22,Patna,Medium,Bihta,2500,2200,2400,Bihar,Other
06/04/2006,Grapes,22,Patna,Medium,Bihta,655,365,525,Bihar,Other
11/04/2006,Grapes,22,Patna,Medium,Bihta,2400,2100,2200,Bihar,Other
13/04/2006,Grapes,22,Patna,Medium,Bihta,2400,2100,2200,Bihar,Other
01/05/2006,Grapes,22,Patna,Medium,Bihta,2500,2210,2400,Bihar,Other
06/05/2006,Grapes,22,Patna,Medium,Bihta,2400,2210,2250,Bihar,Other
11/12/2003,Rice,3,Patna,FAQ,Bihta,840,735,805,Bihar,Masuri
19/12/2003,Rice,3,Patna,FAQ,Bihta,855,776,820,Bihar,Other
23/01/2006,Potato,24,Patna,FAQ,Bihta,340,300,320,Bihar,Local
30/01/2006,Potato,24,Patna,FAQ,Bihta,330,290,310,Bihar,Local
31/01/2006,Potato,24,Patna,FAQ,Bihta,330,290,310,Bihar,Local
06/01/2006,Potato,24,Patna,FAQ,Bihta,450,400,425,Bihar,Other
08/01/2006,Potato,24,Patna,FAQ,Bihta,420,380,390,Bihar,Other
17/01/2006,Potato,24,Patna,FAQ,Bihta,350,300,325,Bihar,Other
01/02/2006,Potato,24,Patna,FAQ,Bihta,310,290,300,Bihar,Other
07/02/2006,Potato,24,Patna,FAQ,Bihta,350,290,320,Bihar,Other
08/02/2006,Potato,24,Patna,FAQ,Bihta,350,300,320,Bihar,Other
14/02/2006,Potato,24,Patna,FAQ,Bihta,350,320,340,Bihar,Other
15/02/2006,Potato,24,Patna,FAQ,Bihta,350,320,330,Bihar,Other
02/03/2006,Potato,24,Patna,FAQ,Bihta,380,350,360,Bihar,Other
09/03/2006,Potato,24,Patna,FAQ,Bihta,425,380,400,Bihar,Other
26/03/2006,Potato,24,Patna,FAQ,Bihta,450,400,425,Bihar,Other
04/04/2006,Potato,24,Patna,FAQ,Bihta,450,400,415,Bihar,Other
06/04/2006,Potato,24,Patna,FAQ,Bihta,450,400,420,Bihar,Other
13/04/2006,Potato,24,Patna,FAQ,Bihta,450,400,420,Bihar,Other
23/04/2006,Potato,24,Patna,FAQ,Bihta,500,450,460,Bihar,Other
29/04/2006,Potato,24,Patna,FAQ,Bihta,500,460,480,Bihar,Other
30/04/2006,Potato,24,Patna,FAQ,Bihta,510,470,480,Bihar,Other
01/05/2006,Potato,24,Patna,FAQ,Bihta,510,470,480,Bihar,Other
05/05/2006,Potato,24,Patna,FAQ,Bihta,520,465,480,Bihar,Other
06/05/2006,Potato,24,Patna,FAQ,Bihta,515,460,480,Bihar,Other
23/05/2006,Potato,24,Patna,FAQ,Bihta,550,490,500,Bihar,Other
02/06/2006,Potato,24,Patna,FAQ,Bihta,600,500,575,Bihar,Other
23/07/2006,Potato,24,Patna,FAQ,Bihta,640,580,620,Bihar,Other
27/07/2006,Potato,24,Patna,FAQ,Bihta,630,580,620,Bihar,Other
30/07/2006,Potato,24,Patna,FAQ,Bihta,630,600,620,Bihar,Other
07/02/2006,Banana,19,Patna,Large,Bihta,550,340,400,Bihar,Other
01/03/2006,Banana,19,Patna,Medium,Bihta,550,360,430,Bihar,Other
05/03/2006,Banana,19,Patna,Medium,Bihta,650,400,500,Bihar,Other
10/03/2006,Banana,19,Patna,Medium,Bihta,625,400,500,Bihar,Other
01/04/2006,Banana,19,Patna,Medium,Bihta,600,360,510,Bihar,Other
02/04/2006,Banana,19,Patna,Medium,Bihta,650,360,525,Bihar,Other
04/04/2006,Banana,19,Patna,Medium,Bihta,650,350,525,Bihar,Other
08/04/2006,Banana,19,Patna,Medium,Bihta,655,360,525,Bihar,Other
23/04/2006,Banana,19,Patna,Medium,Bihta,670,380,520,Bihar,Other
30/04/2006,Banana,19,Patna,Medium,Bihta,670,350,515,Bihar,Other
08/05/2006,Banana,19,Patna,Medium,Bihta,680,370,510,Bihar,Other
12/05/2006,Banana,19,Patna,Medium,Bihta,680,370,510,Bihar,Other
18/05/2006,Banana,19,Patna,Medium,Bihta,700,380,550,Bihar,Other
25/05/2006,Banana,19,Patna,Medium,Bihta,680,375,520,Bihar,Other
31/07/2006,Banana,19,Patna,Medium,Bihta,700,320,540,Bihar,Other
12/05/2003,Potato,24,Patna,FAQ,Bihta,300,260,275,Bihar,Desi
21/12/2003,Potato,24,Patna,FAQ,Bihta,300,280,295,Bihar,Local
23/12/2003,Potato,24,Patna,FAQ,Bihta,350,290,325,Bihar,Local
23/09/2003,Onion,23,Patna,FAQ,Bihta,700,650,680,Bihar,Other
16/12/2003,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,350,310,325,Bihar,Masuri
26/12/2003,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,350,275,325,Bihar,Masuri
30/12/2003,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,350,275,325,Bihar,Masuri
23/09/2003,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,500,450,475,Bihar,Other
18/01/2006,Wheat,1,Patna,FAQ,Bihta,1050,800,900,Bihar,Deshi
10/01/2006,Wheat,1,Patna,FAQ,Bihta,850,780,800,Bihar,Other
17/01/2006,Wheat,1,Patna,FAQ,Bihta,900,780,800,Bihar,Other
01/02/2006,Wheat,1,Patna,FAQ,Bihta,1050,900,900,Bihar,Other
10/02/2006,Wheat,1,Patna,FAQ,Bihta,1100,950,1050,Bihar,Other
07/03/2006,Wheat,1,Patna,FAQ,Bihta,1050,950,1000,Bihar,Other
23/05/2006,Wheat,1,Patna,FAQ,Bihta,950,800,900,Bihar,Other
03/06/2006,Wheat,1,Patna,FAQ,Bihta,950,900,920,Bihar,Other
06/06/2006,Wheat,1,Patna,FAQ,Bihta,950,900,920,Bihar,Other
25/05/2006,Mango,20,Patna,Medium,Bihta,1500,1400,1450,Bihar,Malgoa
06/06/2006,Mango,20,Patna,Large,Bihta,1800,1500,1650,Bihar,Malgoa
27/01/2006,Orange,18,Patna,Medium,Bihta,1500,1200,1250,Bihar,Other
28/01/2006,Orange,18,Patna,Medium,Bihta,1500,1200,1300,Bihar,Other
29/01/2006,Orange,18,Patna,Medium,Bihta,1500,1250,1250,Bihar,Other
02/02/2006,Orange,18,Patna,Large,Bihta,1200,1000,1100,Bihar,Other
08/02/2006,Orange,18,Patna,Medium,Bihta,1500,1200,1300,Bihar,Other
15/02/2006,Orange,18,Patna,Medium,Bihta,1000,800,900,Bihar,Other
17/02/2006,Orange,18,Patna,Medium,Bihta,1000,800,900,Bihar,Other
20/02/2006,Orange,18,Patna,Medium,Bihta,900,750,800,Bihar,Other
27/02/2006,Orange,18,Patna,Medium,Bihta,850,750,800,Bihar,Other
11/03/2006,Orange,18,Patna,Medium,Bihta,850,800,825,Bihar,Other
19/03/2006,Orange,18,Patna,Medium,Bihta,900,825,850,Bihar,Other
01/04/2006,Orange,18,Patna,Medium,Bihta,1100,1000,1050,Bihar,Other
03/04/2006,Orange,18,Patna,Medium,Bihta,1100,1025,1050,Bihar,Other
18/04/2006,Orange,18,Patna,Medium,Bihta,1400,1300,1350,Bihar,Other
24/04/2006,Orange,18,Patna,Medium,Bihta,1450,1350,1375,Bihar,Other
07/05/2006,Orange,18,Patna,Medium,Bihta,1400,1200,1350,Bihar,Other
18/05/2006,Orange,18,Patna,Medium,Bihta,1400,1250,1350,Bihar,Other
24/05/2006,Orange,18,Patna,Medium,Bihta,1400,1250,1350,Bihar,Other
12/05/2003,Wheat,1,Patna,FAQ,Bihta,800,730,775,Bihar,Dara Mill Quality
26/12/2003,Wheat,1,Patna,FAQ,Bihta,800,710,750,Bihar,Dara Mill Quality
21/11/2003,Wheat,1,Patna,FAQ,Bihta,800,725,750,Bihar,Deshi
23/09/2003,Wheat,1,Patna,FAQ,Bihta,735,675,700,Bihar,Other
24/09/2003,Wheat,1,Patna,FAQ,Bihta,735,675,700,Bihar,Other
11/05/2006,Onion,23,Patna,FAQ,Bihta,250,210,225,Bihar,Bangalore-Samall
07/05/2006,Onion,23,Patna,FAQ,Bihta,250,200,225,Bihar,Local
09/05/2006,Onion,23,Patna,FAQ,Bihta,250,200,225,Bihar,Local
10/05/2006,Onion,23,Patna,FAQ,Bihta,250,210,225,Bihar,Local
18/05/2006,Onion,23,Patna,FAQ,Bihta,250,200,225,Bihar,Local
25/05/2006,Onion,23,Patna,FAQ,Bihta,250,200,210,Bihar,Local
31/05/2006,Onion,23,Patna,FAQ,Bihta,220,200,210,Bihar,Local
07/01/2006,Onion,23,Patna,FAQ,Bihta,700,600,650,Bihar,Other
03/02/2006,Onion,23,Patna,FAQ,Bihta,450,400,425,Bihar,Other
09/02/2006,Onion,23,Patna,FAQ,Bihta,450,400,425,Bihar,Other
14/02/2006,Onion,23,Patna,FAQ,Bihta,450,420,440,Bihar,Other
18/02/2006,Onion,23,Patna,FAQ,Bihta,450,400,410,Bihar,Other
03/03/2006,Onion,23,Patna,FAQ,Bihta,450,425,430,Bihar,Other
21/03/2006,Onion,23,Patna,FAQ,Bihta,350,300,325,Bihar,Other
17/04/2006,Onion,23,Patna,FAQ,Bihta,350,300,320,Bihar,Other
23/04/2006,Onion,23,Patna,FAQ,Bihta,350,300,330,Bihar,Other
28/04/2006,Onion,23,Patna,FAQ,Bihta,350,300,320,Bihar,Other
01/03/2004,Sugar,48,Patna,FAQ,Bihta,1650,1625,1645,Bihar,Other
08/07/2004,Sugar,48,Patna,FAQ,Bihta,1660,1620,1640,Bihar,Other
01/03/2004,Mustard Oil,324,Patna,FAQ,Bihta,6050,5950,6000,Bihar,Other
25/04/2004,Mustard Oil,324,Patna,FAQ,Bihta,5025,5000,5010,Bihar,Other
06/01/2004,Rice,3,Patna,FAQ,Bihta,900,780,850,Bihar,Masuri
09/01/2004,Rice,3,Patna,FAQ,Bihta,900,780,850,Bihar,Masuri
13/01/2004,Rice,3,Patna,FAQ,Bihta,900,780,850,Bihar,Masuri
20/01/2004,Rice,3,Patna,FAQ,Bihta,950,785,875,Bihar,Masuri
21/01/2004,Rice,3,Patna,FAQ,Bihta,450,350,425,Bihar,Masuri
05/02/2004,Rice,3,Patna,FAQ,Bihta,920,760,870,Bihar,Masuri
06/02/2004,Rice,3,Patna,FAQ,Bihta,910,760,870,Bihar,Masuri
09/02/2004,Rice,3,Patna,FAQ,Bihta,910,760,870,Bihar,Masuri
13/02/2004,Rice,3,Patna,FAQ,Bihta,910,760,870,Bihar,Masuri
09/04/2004,Rice,3,Patna,FAQ,Bihta,900,850,875,Bihar,Masuri
04/05/2004,Rice,3,Patna,FAQ,Bihta,900,850,875,Bihar,Masuri
11/05/2004,Rice,3,Patna,FAQ,Bihta,900,850,875,Bihar,Masuri
16/07/2004,Rice,3,Patna,FAQ,Bihta,950,850,900,Bihar,Masuri
17/09/2004,Rice,3,Patna,FAQ,Bihta,900,750,850,Bihar,Masuri
24/09/2004,Rice,3,Patna,FAQ,Bihta,950,750,900,Bihar,Masuri
12/10/2004,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Masuri
07/12/2004,Rice,3,Patna,FAQ,Bihta,950,800,900,Bihar,Masuri
10/12/2004,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Masuri
29/10/2004,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Other
01/01/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,900,800,850,Bihar,Other
13/01/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1000,850,950,Bihar,Other
04/02/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1050,950,1000,Bihar,Other
17/03/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1050,1000,1025,Bihar,Other
14/05/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1225,1150,1200,Bihar,Other
09/07/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1500,1400,1450,Bihar,Other
20/08/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1750,1650,1700,Bihar,Other
01/12/2004,Gur(Jaggery),74,Patna,FAQ,Bihta,1400,1300,1350,Bihar,Other
12/11/2005,Mustard,12,Patna,FAQ,Bihta,1600,1500,1575,Bihar,Rai UP
25/10/2005,Apple,17,Patna,Small,Bihta,2200,1650,1950,Bihar,Apple
04/11/2005,Apple,17,Patna,Small,Bihta,2100,1750,1850,Bihar,Apple
27/09/2005,Banana - Green,90,Patna,FAQ,Bihta,600,450,475,Bihar,Banana - Green
02/10/2005,Banana - Green,90,Patna,FAQ,Bihta,550,440,475,Bihar,Banana - Green
22/11/2005,Other Pulses,97,Patna,FAQ,Bihta,1850,1700,1800,Bihar,Other
06/10/2005,Maize,4,Patna,FAQ,Bihta,520,490,500,Bihar,Deshi White
27/10/2005,Maize,4,Patna,FAQ,Bihta,560,520,540,Bihar,Deshi White
23/11/2005,Maize,4,Patna,FAQ,Bihta,600,560,580,Bihar,Deshi White
30/11/2005,Maize,4,Patna,FAQ,Bihta,600,560,580,Bihar,Deshi White
17/12/2005,Maize,4,Patna,FAQ,Bihta,625,580,600,Bihar,Local
23/12/2005,Maize,4,Patna,FAQ,Bihta,680,620,650,Bihar,Local
14/01/2005,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Masuri
04/03/2005,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Masuri
01/04/2005,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Masuri
10/05/2005,Rice,3,Patna,FAQ,Bihta,950,750,850,Bihar,Masuri
07/06/2005,Rice,3,Patna,FAQ,Bihta,1050,800,950,Bihar,Masuri
14/06/2005,Rice,3,Patna,FAQ,Bihta,1050,800,950,Bihar,Masuri
17/06/2005,Rice,3,Patna,FAQ,Bihta,1050,800,950,Bihar,Masuri
15/07/2005,Rice,3,Patna,FAQ,Bihta,1050,800,900,Bihar,Masuri
09/08/2005,Rice,3,Patna,FAQ,Bihta,1050,850,925,Bihar,Masuri
02/09/2005,Rice,3,Patna,FAQ,Bihta,1050,800,950,Bihar,Masuri
25/10/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Masuri
30/09/2005,Rice,3,Patna,FAQ,Bihta,1050,850,950,Bihar,Other
07/10/2005,Rice,3,Patna,FAQ,Bihta,1150,900,1050,Bihar,Other
08/10/2005,Rice,3,Patna,FAQ,Bihta,1150,900,1050,Bihar,Other
12/10/2005,Rice,3,Patna,FAQ,Bihta,1150,900,1050,Bihar,Other
15/10/2005,Rice,3,Patna,FAQ,Bihta,1150,900,950,Bihar,Other
04/11/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
08/11/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
17/11/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
22/11/2005,Rice,3,Patna,FAQ,Bihta,1150,800,950,Bihar,Other
02/12/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
13/12/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
23/12/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
25/12/2005,Rice,3,Patna,FAQ,Bihta,1150,800,900,Bihar,Other
04/01/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1600,1500,1550,Bihar,Other
10/03/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1450,1400,1425,Bihar,Other
15/03/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1450,1400,1425,Bihar,Other
18/06/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1700,1650,1675,Bihar,Other
27/06/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1800,1700,1750,Bihar,Other
25/07/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1800,1700,1750,Bihar,Other
13/08/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1800,1750,1775,Bihar,Other
14/08/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1800,1750,1775,Bihar,Other
30/09/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1700,1600,1650,Bihar,Other
29/10/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1750,1600,1650,Bihar,Other
04/11/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1800,1700,1750,Bihar,Other
22/11/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1600,1500,1550,Bihar,Other
13/12/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1450,1350,1400,Bihar,Other
16/12/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1450,1350,1400,Bihar,Other
25/12/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1350,1300,1315,Bihar,Other
26/12/2005,Gur(Jaggery),74,Patna,FAQ,Bihta,1350,1300,1315,Bihar,Other
05/11/2005,Orange,18,Patna,Small,Bihta,1500,1200,1350,Bihar,Other
27/01/2006,Apple,17,Patna,Small,Bihta,2400,1800,1950,Bihar,Apple
28/01/2006,Apple,17,Patna,Small,Bihta,2200,1800,1980,Bihar,Apple
13/02/2006,Apple,17,Patna,Medium,Bihta,2400,1800,2200,Bihar,Apple
10/03/2006,Apple,17,Patna,Medium,Bihta,3000,2400,2600,Bihar,Apple
02/03/2006,Apple,17,Patna,Medium,Bihta,3000,2400,2600,Bihar,Other
03/01/2006,Barley (Jau),29,Patna,FAQ,Bihta,825,750,800,Bihar,Other
25/07/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,640,550,600,Bihar,Masuri
02/02/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,450,500,Bihar,Other
28/02/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,450,500,Bihar,Other
22/03/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,475,500,Bihar,Other
23/03/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,475,500,Bihar,Other
18/04/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,470,500,Bihar,Other
10/05/2006,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,480,500,Bihar,Other
14/02/2004,Wheat Atta,287,Patna,FAQ,Bihta,910,880,900,Bihar,Wheat Atta
15/03/2004,Wheat Atta,287,Patna,FAQ,Bihta,915,880,905,Bihar,Wheat Atta
18/03/2004,Wheat Atta,287,Patna,FAQ,Bihta,925,885,910,Bihar,Wheat Atta
22/04/2004,Wheat Atta,287,Patna,FAQ,Bihta,750,740,745,Bihar,Wheat Atta
02/06/2004,Wheat Atta,287,Patna,FAQ,Bihta,760,740,750,Bihar,Wheat Atta
02/01/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,350,275,325,Bihar,Masuri
09/01/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,340,270,320,Bihar,Masuri
16/01/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,345,275,325,Bihar,Masuri
20/01/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,350,275,325,Bihar,Masuri
27/01/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,450,380,425,Bihar,Masuri
06/02/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,450,380,425,Bihar,Masuri
08/06/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,425,400,410,Bihar,Masuri
16/07/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,450,400,425,Bihar,Masuri
20/07/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,450,400,425,Bihar,Masuri
06/08/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,450,400,425,Bihar,Masuri
31/08/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,450,500,Bihar,Masuri
10/12/2004,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,500,400,450,Bihar,Masuri
06/01/2004,Wheat,1,Patna,FAQ,Bihta,820,715,770,Bihar,Dara Mill Quality
09/01/2004,Wheat,1,Patna,FAQ,Bihta,850,720,810,Bihar,Dara Mill Quality
12/01/2004,Wheat,1,Patna,FAQ,Bihta,330,295,310,Bihar,Dara Mill Quality
16/01/2004,Wheat,1,Patna,FAQ,Bihta,850,720,810,Bihar,Dara Mill Quality
21/03/2004,Wheat,1,Patna,FAQ,Bihta,750,690,710,Bihar,Dara Mill Quality
11/06/2004,Wheat,1,Patna,FAQ,Bihta,655,600,630,Bihar,Dara Mill Quality
13/07/2004,Wheat,1,Patna,FAQ,Bihta,675,630,650,Bihar,Dara Mill Quality
25/08/2004,Wheat,1,Patna,FAQ,Bihta,800,750,775,Bihar,Dara Mill Quality
14/09/2004,Wheat,1,Patna,FAQ,Bihta,900,750,850,Bihar,Dara Mill Quality
15/10/2004,Wheat,1,Patna,FAQ,Bihta,850,700,800,Bihar,Dara Mill Quality
02/03/2004,Wheat,1,Patna,FAQ,Bihta,850,720,810,Bihar,Deshi
16/03/2004,Wheat,1,Patna,FAQ,Bihta,900,825,850,Bihar,Deshi
19/03/2004,Wheat,1,Patna,FAQ,Bihta,900,825,875,Bihar,Deshi
04/05/2004,Wheat,1,Patna,FAQ,Bihta,725,700,715,Bihar,Deshi
01/06/2004,Wheat,1,Patna,FAQ,Bihta,750,700,715,Bihar,Deshi
08/06/2004,Wheat,1,Patna,FAQ,Bihta,750,700,715,Bihar,Deshi
09/07/2004,Wheat,1,Patna,FAQ,Bihta,750,700,740,Bihar,Deshi
06/08/2004,Wheat,1,Patna,FAQ,Bihta,800,725,750,Bihar,Deshi
07/09/2004,Wheat,1,Patna,FAQ,Bihta,850,750,800,Bihar,Deshi
17/12/2004,Wheat,1,Patna,FAQ,Bihta,850,750,800,Bihar,Deshi
23/01/2004,Wheat,1,Patna,FAQ,Bihta,850,775,815,Bihar,Other
13/01/2004,Onion,23,Patna,FAQ,Bihta,1100,1025,1050,Bihar,Local
20/03/2004,Onion,23,Patna,FAQ,Bihta,750,710,730,Bihar,Other
03/05/2004,Onion,23,Patna,FAQ,Bihta,450,400,425,Bihar,Other
21/06/2004,Onion,23,Patna,FAQ,Bihta,300,225,275,Bihar,Other
25/03/2004,Onion,23,Patna,FAQ,Bihta,750,710,730,Bihar,Pusa-Red
10/04/2004,Onion,23,Patna,FAQ,Bihta,500,450,475,Bihar,Pusa-Red
13/04/2004,Onion,23,Patna,FAQ,Bihta,550,450,500,Bihar,Pusa-Red
03/07/2004,Onion,23,Patna,FAQ,Bihta,450,420,430,Bihar,Pusa-Red
12/07/2004,Onion,23,Patna,FAQ,Bihta,475,400,450,Bihar,Pusa-Red
17/07/2004,Onion,23,Patna,FAQ,Bihta,450,400,430,Bihar,Pusa-Red
25/08/2004,Onion,23,Patna,FAQ,Bihta,550,500,525,Bihar,Pusa-Red
19/10/2004,Onion,23,Patna,FAQ,Bihta,575,500,550,Bihar,Pusa-Red
26/10/2004,Onion,23,Patna,FAQ,Bihta,575,500,550,Bihar,Pusa-Red
29/10/2004,Onion,23,Patna,FAQ,Bihta,575,500,550,Bihar,Pusa-Red
01/12/2004,Onion,23,Patna,FAQ,Bihta,550,500,525,Bihar,Pusa-Red
20/01/2004,Potato,24,Patna,FAQ,Bihta,300,280,290,Bihar,Local
06/02/2004,Potato,24,Patna,FAQ,Bihta,255,245,250,Bihar,Local
07/02/2004,Potato,24,Patna,FAQ,Bihta,255,245,250,Bihar,Local
09/03/2004,Potato,24,Patna,FAQ,Bihta,230,210,220,Bihar,Other
23/03/2004,Potato,24,Patna,FAQ,Bihta,220,200,210,Bihar,Other
14/06/2004,Potato,24,Patna,FAQ,Bihta,530,510,515,Bihar,Other
04/08/2004,Potato,24,Patna,FAQ,Bihta,580,500,540,Bihar,Other
15/09/2004,Potato,24,Patna,FAQ,Bihta,600,500,550,Bihar,Other
12/04/2004,Potato,24,Patna,FAQ,Bihta,220,200,215,Bihar,Potato
14/05/2004,Potato,24,Patna,FAQ,Bihta,365,320,335,Bihar,Potato
17/05/2004,Potato,24,Patna,FAQ,Bihta,370,325,350,Bihar,Potato
01/06/2004,Potato,24,Patna,FAQ,Bihta,500,475,490,Bihar,Potato
05/06/2004,Potato,24,Patna,FAQ,Bihta,500,475,490,Bihar,Potato
06/07/2004,Potato,24,Patna,FAQ,Bihta,530,500,520,Bihar,Potato
08/07/2004,Potato,24,Patna,FAQ,Bihta,530,500,520,Bihar,Potato
12/07/2004,Potato,24,Patna,FAQ,Bihta,530,500,520,Bihar,Potato
19/07/2004,Potato,24,Patna,FAQ,Bihta,550,500,530,Bihar,Potato
14/08/2004,Potato,24,Patna,FAQ,Bihta,580,520,540,Bihar,Potato
20/08/2004,Potato,24,Patna,FAQ,Bihta,580,540,550,Bihar,Potato
27/08/2004,Potato,24,Patna,FAQ,Bihta,600,560,580,Bihar,Potato
11/09/2004,Potato,24,Patna,FAQ,Bihta,600,550,580,Bihar,Potato
25/09/2004,Potato,24,Patna,FAQ,Bihta,600,525,550,Bihar,Potato
27/09/2004,Potato,24,Patna,FAQ,Bihta,600,525,550,Bihar,Potato
29/09/2004,Potato,24,Patna,FAQ,Bihta,600,500,550,Bihar,Potato
12/10/2004,Potato,24,Patna,FAQ,Bihta,600,525,550,Bihar,Potato
13/10/2004,Potato,24,Patna,FAQ,Bihta,600,525,550,Bihar,Potato
01/12/2004,Potato,24,Patna,FAQ,Bihta,390,360,380,Bihar,Potato
05/12/2004,Potato,24,Patna,FAQ,Bihta,400,365,385,Bihar,Potato
07/12/2004,Potato,24,Patna,FAQ,Bihta,410,375,390,Bihar,Potato
09/12/2004,Potato,24,Patna,FAQ,Bihta,400,365,380,Bihar,Potato
16/12/2004,Potato,24,Patna,FAQ,Bihta,400,350,380,Bihar,Potato
24/12/2004,Potato,24,Patna,FAQ,Bihta,350,310,325,Bihar,Potato
27/12/2004,Potato,24,Patna,FAQ,Bihta,350,310,325,Bihar,Potato
13/11/2005,Barley (Jau),29,Patna,FAQ,Bihta,800,700,750,Bihar,Other
29/11/2005,Barley (Jau),29,Patna,FAQ,Bihta,800,700,750,Bihar,Other
04/12/2005,Barley (Jau),29,Patna,FAQ,Bihta,750,700,725,Bihar,Other
19/12/2005,Barley (Jau),29,Patna,FAQ,Bihta,800,700,750,Bihar,Other
17/06/2005,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,500,525,Bihar,Masuri
21/06/2005,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,550,500,525,Bihar,Masuri
02/08/2005,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,560,500,520,Bihar,Masuri
12/08/2005,Paddy(Dhan)(Common),2,Patna,FAQ,Bihta,560,525,530,Bihar,Masuri
